scheme,dataset,size_bytes,trial,p_sub,p_ins,p_del,replication,success,byte_accuracy,chunk_recovery,recovered_bytes,expected_chunks,recovered_chunks,total_bases,effective_bits_per_base,overhead,input_sha256,output_sha256,failures
s1,random,20971,0,0.001,0.001,0.001,1,0,0.22888751132516333,0.2420091324200913,5088,219,53,105784,0.3847840883309385,1.2610748176052644,754e50acb0e460cd96a1b7ab4d347ed6bbe1f0ae3c3111c551285c1371d4abd1,f595630a98ac94228d1200411f66631f3b0fd4186e53d2b052e6a440bef08bb2,166
s1,random,20971,1,0.001,0.001,0.001,1,0,0.21057651041915026,0.2100456621004566,4416,219,46,105784,0.33396354836270137,1.2610748176052644,754e50acb0e460cd96a1b7ab4d347ed6bbe1f0ae3c3111c551285c1371d4abd1,7cbb43411ce70f96026796f9a799065f0a8029c19a2d449f363cf24cc66e8060,173
s1,random,20971,2,0.001,0.001,0.001,1,0,0.20599876019264698,0.2146118721461187,4512,219,47,105784,0.3412236255010209,1.2610748176052644,754e50acb0e460cd96a1b7ab4d347ed6bbe1f0ae3c3111c551285c1371d4abd1,dd23c5ac9df7d22b6b1a4661c776e77f4b2180e8fd77971894da94a83834d8cd,172
s1,random,20971,3,0.001,0.001,0.001,1,0,0.1922655095131372,0.1963470319634703,4128,219,43,105784,0.3121833169477426,1.2610748176052644,754e50acb0e460cd96a1b7ab4d347ed6bbe1f0ae3c3111c551285c1371d4abd1,2184c81bb4abdc2afd97b88eb06d01960366acd0c86cbd63412e8002d3864adc,176
