scheme,dataset,size_bytes,p_sub,p_ins,p_del,replication,success_mean,success_std,success_ci95,byte_accuracy_mean,byte_accuracy_std,byte_accuracy_ci95,chunk_recovery_mean,chunk_recovery_std,chunk_recovery_ci95,effective_bits_per_base_mean,effective_bits_per_base_std,effective_bits_per_base_ci95,overhead_mean,overhead_std,overhead_ci95,trials
s1,random,10240,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.822064056939502,2.340555645717801e-16,1.4506914188435379e-16,1.09765625,0.0,0.0,10
s1,random,10240,0.0,5e-05,5e-05,1,0.0,0.0,0.0,0.8625,0.06481812160876686,0.04017468799574623,0.8625,0.06481812160876686,0.04017468799574623,1.5715302491103205,0.11810276962166773,0.07320085499580806,1.09765625,0.0,0.0,10
s1,random,10240,0.0,0.0001,0.0001,1,0.0,0.0,0.0,0.78,0.030731814857642953,0.01904777618982798,0.78,0.030731814857642953,0.01904777618982798,1.4212099644128116,0.05599533525663056,0.0347062683601136,1.09765625,0.0,0.0,10
s1,random,10240,0.0,0.00025,0.00025,1,0.0,0.0,0.0,0.5725,0.0730772042279792,0.04529372043794936,0.5725,0.0730772042279792,0.04529372043794936,1.0431316725978648,0.13315134720542823,0.08252806001505363,1.09765625,0.0,0.0,10
s1,random,10240,0.0,0.0005,0.0005,1,0.0,0.0,0.0,0.35,0.057735026918962574,0.03578454042367085,0.35,0.057735026918962574,0.03578454042367085,0.6377224199288257,0.10519691737547629,0.06520172490006931,1.09765625,0.0,0.0,10
s1,random,10240,0.0,0.001,0.001,1,0.0,0.0,0.0,0.09,0.0268741924943285,0.01665679707773643,0.09,0.0268741924943285,0.01665679707773643,0.16398576512455518,0.04896650020318929,0.030349751259078475,1.09765625,0.0,0.0,10
s1,random,10240,0.0,0.0015,0.0015,1,0.0,0.0,0.0,0.03250000000000001,0.028987545218210144,0.017966666666666666,0.03250000000000001,0.028987545218210144,0.017966666666666666,0.059217081850533815,0.05281716424100923,0.03273641755634638,1.09765625,0.0,0.0,10
s1,random,10240,0.0,0.0025,0.0025,1,0.0,0.0,0.0,0.005,0.010540925533894598,0.006533333333333333,0.005,0.010540925533894598,0.006533333333333333,0.00911032028469751,0.019206241542185178,0.011904151838671414,1.09765625,0.0,0.0,10
s1,random,10240,0.0002,0.0,0.0,1,0.0,0.0,0.0,0.7975000000000001,0.08696263565463044,0.0539,0.8,0.08740073734751264,0.05417153824247153,1.4576512455516013,0.1592497420709127,0.09870401274073104,1.09765625,0.0,0.0,10
s1,random,10240,0.0002,5e-05,5e-05,1,0.0,0.0,0.0,0.7125,0.042898458920779155,0.026588740306962844,0.7125,0.042898458920779155,0.026588740306962844,1.2982206405693948,0.0781637400976475,0.04844638803261561,1.09765625,0.0,0.0,10
