scheme,dataset,size_bytes,p_sub,p_ins,p_del,replication,success_mean,success_std,success_ci95,byte_accuracy_mean,byte_accuracy_std,byte_accuracy_ci95,chunk_recovery_mean,chunk_recovery_std,chunk_recovery_ci95,effective_bits_per_base_mean,effective_bits_per_base_std,effective_bits_per_base_ci95,overhead_mean,overhead_std,overhead_ci95,trials
s1,random,104857,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6701066690826555,0.025453706229174883,0.01763851851536023,0.6737804878048781,0.025902589945556616,0.017949579060781613,1.2269801141546561,0.047238410186793596,0.03273454817204236,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.0,5e-05,5e-05,1,0.0,0.0,0.0,0.6196319749754426,0.014079534248423842,0.009756619460148563,0.6219512195121951,0.014634146341463428,0.010140946032626592,1.1333541834988317,0.027211550214445122,0.018856642249567748,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.0,0.0001,0.0001,1,0.0,0.0,0.0,0.5412669158949808,0.028323791525439145,0.019627386155421044,0.5460365853658538,0.027577082031763046,0.019109942875797394,0.9944616747895436,0.05079954880262042,0.03520229133075886,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.0,0.00025,0.00025,1,0.0,0.0,0.0,0.384644086708565,0.026489802651272584,0.018356496705268063,0.38597560975609757,0.02737021958005868,0.018966594510271825,0.7030067676162179,0.04905086325663277,0.033990514071182705,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.0,0.0005,0.0005,1,0.0,0.0,0.0,0.20654200482561966,0.017470409421737262,0.012106376072771452,0.20884146341463417,0.017341715793259972,0.012017195938127494,0.38019190839827294,0.03188569707040001,0.02209566076891308,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.0005,0.0,0.0,1,0.0,0.0,0.0,0.4069876116997435,0.02695419227937112,0.018678302299306414,0.41189024390243906,0.026827288492046155,0.01859036246130219,0.7498197329441303,0.049146295317568534,0.034056645115464385,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.0005,5e-05,5e-05,1,0.0,0.0,0.0,0.35522425779871636,0.02493216915257133,0.017277111759923778,0.3597560975609756,0.025347084988812836,0.017564633765323273,0.6549666831730476,0.04617308592522744,0.0319963161227167,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.0005,0.0001,0.0001,1,0.0,0.0,0.0,0.3147632013122634,0.01860541314445887,0.012892893525199707,0.3182926829268292,0.019642422563700915,0.013611504389850074,0.5795737878669412,0.03554778879461639,0.024633360862603208,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.0005,0.00025,0.00025,1,0.0,0.0,0.0,0.2275360729374291,0.027802886002899107,0.01926641704462237,0.23384146341463413,0.028307022078235423,0.019615765521383232,0.4251131555856724,0.051459022915245504,0.035659283575471955,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.0005,0.0005,0.0005,1,0.0,0.0,0.0,0.1279325653032225,0.012276899028165636,0.008507456983663286,0.13048780487804879,0.011733420376643018,0.008130845492539958,0.23752247908467775,0.02178276658223491,0.01509468712403598,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.001,0.0,0.0,1,0.0,0.0,0.0,0.22833239554822282,0.015861019495747742,0.010991125753135758,0.23384146341463413,0.015830189007008746,0.01096976131443421,0.4260079751883031,0.028234222202776885,0.019565317781489087,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.001,5e-05,5e-05,1,0.0,0.0,0.0,0.20349619004930525,0.025326295720092765,0.01755022753709316,0.2076219512195122,0.025193649588814586,0.017458308457746697,0.3779678907451328,0.04564136766288786,0.03162785416551528,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.001,0.0001,0.0001,1,0.0,0.0,0.0,0.18762099812125085,0.03347713931417719,0.02319847397930582,0.19054878048780488,0.033832241264701135,0.023444547076589318,0.3468316436011711,0.06113962746414787,0.04236760027553587,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.001,0.00025,0.00025,1,0.0,0.0,0.0,0.13543564092049173,0.008256317746123907,0.005721336300596745,0.13932926829268294,0.0077609280861938084,0.0053780487804878,0.253422902169286,0.013971790131258394,0.009681956596185532,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.001,0.0005,0.0005,1,0.0,0.0,0.0,0.07208626987230228,0.013677009397621277,0.009477683969581938,0.07560975609756099,0.013359086768418684,0.009257374827520166,0.13744168469337226,0.024142594922267075,0.016729964733275458,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.002,0.0,0.0,1,0.0,0.0,0.0,0.0774578711960098,0.010422995071578286,0.00722276708547923,0.0823170731707317,0.011859492979175964,0.008218209348869382,0.1494500768849853,0.020804099322892757,0.014416505313542011,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.002,5e-05,5e-05,1,0.0,0.0,0.0,0.07526321561745997,0.012671122253854134,0.008780639741525147,0.0795731707317073,0.012635767320979008,0.008756140022996437,0.14489344696673528,0.022935004229517414,0.015893147076889234,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.002,0.0001,0.0001,1,0.0,0.0,0.0,0.06353772280343707,0.01300546596298628,0.009012328111420062,0.06646341463414634,0.012955395430368088,0.008977631002531154,0.12076155229482134,0.02404659678028243,0.01666344141484038,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.002,0.00025,0.00025,1,0.0,0.0,0.0,0.04150414373861545,0.0071477465121496265,0.004953135628364624,0.04298780487804878,0.007367710959508884,0.005105563213665352,0.07839662227318929,0.013436453774489,0.009310987427459939,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.002,0.0005,0.0005,1,0.0,0.0,0.0,0.024416586398619072,0.007146818936893071,0.004952492851505732,0.025609756097560978,0.006647659940187774,0.004606593314274355,0.04670437071594256,0.012123300708421015,0.00840101877846241,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.003,0.0,0.0,1,0.0,0.0,0.0,0.028748676769314398,0.012521042890278321,0.00867664004853854,0.03170731707317073,0.01348571601419068,0.009345124417934444,0.05737704918032787,0.02442222365021956,0.016923737555630234,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.003,5e-05,5e-05,1,0.0,0.0,0.0,0.026427658620788313,0.008029730361833616,0.005564319254153018,0.027134146341463414,0.008592400902897347,0.005954230046209885,0.049260687881710064,0.015691744864422565,0.010873824418236729,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.003,0.0001,0.0001,1,0.0,0.0,0.0,0.02062928559848174,0.0043024547534003645,0.0029814490332401387,0.021036585365853656,0.004109800039054163,0.0028479461273972174,0.03814059961600945,0.00746476875638465,0.005172820835476475,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.003,0.00025,0.00025,1,0.0,0.0,0.0,0.01617560105667719,0.0053715806881201944,0.003722315507655281,0.017682926829268295,0.005492642080290747,0.0038062067723720885,0.03224825597053177,0.010016901018136461,0.006941358263670748,1.0977521767740828,0.0,0.0,8
s1,random,104857,0.003,0.0005,0.0005,1,0.0,0.0,0.0,0.003662130329877834,0.002918055294254125,0.00202210915271551,0.00426829268292683,0.0025246300951549546,0.0017494793990662728,0.007784061785990426,0.004604153957404224,0.0031905159152092574,1.0977521767740828,0.0,0.0,8
s2,random,104857,0.0,0.0,0.0,1,0.0,0.0,0.0,0.5629261756487407,0.015964071000223016,0.01106253680240918,0.5634146341463415,0.01628337483700056,0.011283803072488578,0.684102617564527,0.01967695626196082,0.013635435021824722,1.6466282651611241,0.0,0.0,8
s2,random,104857,0.0,5e-05,5e-05,1,0.0,0.0,0.0,0.4870001525887637,0.03218914919511372,0.022305942362960598,0.4878048780487805,0.03303312305084693,0.022890786406763047,0.5926239643693838,0.04006550385310259,0.027763977676860896,1.6466282651611241,0.0,0.0,8
